Run_s	SRA_Sample_s	Sample_Name_s	histological_type_s	is_tumor_s	sex_s	SRA_Study_s
SRR1090746	SRS525219	GTEX-XYKS-1126-SM-4BRWP	Esophagus	No	female	SRP012682
SRR1090770	SRS525220	GTEX-XGQ4-0426-SM-4AT4I	Thyroid	No	male	SRP012682
SRR1090791	SRS525221	GTEX-VUSG-2226-SM-4KKZO	Breast	No	male	SRP012682
SRR1090815	SRS525222	GTEX-XBED-0126-SM-47JY7	Thyroid	No	male	SRP012682
SRR1090837	SRS525223	GTEX-T6MN-1526-SM-4DM5P	Esophagus	No	male	SRP012682
SRR1090861	SRS525225	GTEX-TMMY-1026-SM-4DXTI	Blood Vessel	No	female	SRP012682
SRR1090881	SRS525224	GTEX-XUJ4-2826-SM-4BOQ2	Blood Vessel	No	female	SRP012682
SRR1090907	SRS525226	GTEX-XLM4-0005-SM-4AT4P	Blood	No	male	SRP012682
SRR1090928	SRS525227	GTEX-RTLS-2326-SM-46MUH	Ovary	No	female	SRP012682
SRR1090952	SRS525228	GTEX-S341-0008-SM-4AD6D	Skin	No	female	SRP012682
SRR1090984	SRS525236	GTEX-R55G-0226-SM-48FEI	Spleen	No	female	SRP012682
SRR1091008	SRS525239	GTEX-VUSG-1026-SM-4KKZN	Esophagus	No	male	SRP012682
SRR1091032	SRS525240	GTEX-RWS6-1126-SM-47JXC	Pancreas	No	female	SRP012682
SRR1091054	SRS525241	GTEX-QLQW-0426-SM-447A7	Colon	No	male	SRP012682
SRR1091097	SRS525242	GTEX-RWS6-1926-SM-47JXY	Breast	No	female	SRP012682
SRR1091119	SRS525252	GTEX-WRHU-1126-SM-4E3I1	Blood Vessel	No	female	SRP012682
SRR1091144	SRS525257	GTEX-TKQ2-0426-SM-4DXUO	Pancreas	No	male	SRP012682
SRR1091164	SRS525258	GTEX-TSE9-2226-SM-4DXUR	Ovary	No	female	SRP012682
SRR1091184	SRS525259	GTEX-XAJ8-1126-SM-47JYA	Nerve	No	male	SRP012682
SRR1091206	SRS525260	GTEX-QMRM-0008-SM-447B1	Skin	No	male	SRP012682
SRR1091230	SRS525261	GTEX-QV44-1026-SM-447CG	Esophagus	No	male	SRP012682
SRR1091254	SRS525262	GTEX-XXEK-0726-SM-4BRWF	Blood Vessel	No	male	SRP012682
SRR1091278	SRS525263	GTEX-R3RS-0008-SM-48FF1	Skin	No	female	SRP012682
SRR1091302	SRS525265	GTEX-XQ8I-1426-SM-4BOPW	Adipose Tissue	No	male	SRP012682
SRR1091328	SRS525266	GTEX-XQ3S-1126-SM-4BOPK	Esophagus	No	male	SRP012682
SRR1091356	SRS525267	GTEX-VJYA-1026-SM-4KL21	Stomach	No	male	SRP012682
SRR1091380	SRS525268	GTEX-OXRP-0226-SM-48TDH	Adipose Tissue	No	female	SRP012682
SRR1091404	SRS525270	GTEX-OIZH-0926-SM-48TBR	Spleen	No	male	SRP012682
SRR1091428	SRS525271	GTEX-T6MO-0526-SM-4DM6R	Esophagus	No	female	SRP012682
SRR1091452	SRS525272	GTEX-X62O-0005-SM-46MV1	Blood	No	male	SRP012682
SRR1091476	SRS525274	GTEX-R55C-0226-SM-48FEO	Adrenal Gland	No	male	SRP012682
SRR1091500	SRS525275	GTEX-Q734-0226-SM-48U1A	Spleen	No	female	SRP012682
SRR1091524	SRS525276	GTEX-X5EB-1126-SM-46MVV	Colon	No	male	SRP012682
SRR1091548	SRS525278	GTEX-S3XE-1026-SM-4AD4O	Stomach	No	male	SRP012682
SRR1091572	SRS525279	GTEX-XYKS-2726-SM-4E3IC	Adipose Tissue	No	female	SRP012682
SRR1091597	SRS525280	GTEX-XOTO-0726-SM-4B659	Skin	No	male	SRP012682
SRR1091622	SRS525281	GTEX-UPIC-0326-SM-4IHJ9	Blood Vessel	No	female	SRP012682
SRR1091645	SRS525282	GTEX-U8XE-2526-SM-4E3IT	Prostate	No	male	SRP012682
SRR1091670	SRS525283	GTEX-XPVG-1026-SM-4B64Y	Lung	No	male	SRP012682
SRR1091695	SRS525284	GTEX-TKQ2-0008-SM-4DM5L	Skin	No	male	SRP012682
SRR1091719	SRS525285	GTEX-W5WG-1826-SM-4KL2Y	Skin	No	female	SRP012682
SRR1091743	SRS525286	GTEX-VJYA-0626-SM-4KL1S	Esophagus	No	male	SRP012682
SRR1091767	SRS525287	GTEX-V955-1226-SM-4JBI9	Esophagus	No	male	SRP012682
SRR1091791	SRS525288	GTEX-XUW1-2326-SM-4BOO5	Breast	No	female	SRP012682
SRR1091817	SRS525289	GTEX-T5JC-0005-SM-4DM7B	Blood	No	male	SRP012682
SRR1091841	SRS525290	GTEX-X5EB-2226-SM-46MW4	Skin	No	male	SRP012682
SRR1091865	SRS525291	GTEX-XOTO-0826-SM-4B65O	Liver	No	male	SRP012682
SRR1091890	SRS525292	GTEX-XQ8I-0326-SM-4BOPN	Blood Vessel	No	male	SRP012682
SRR1091918	SRS525293	GTEX-X5EB-0004-SM-46MWA	Blood	No	male	SRP012682
SRR1091942	SRS525294	GTEX-RU1J-0008-SM-46MV9	Skin	No	female	SRP012682
SRR1091966	SRS525295	GTEX-SNMC-0008-SM-4DM5A	Skin	No	male	SRP012682
SRR1091990	SRS525296	GTEX-SNMC-0926-SM-4DM5U	Prostate	No	male	SRP012682
SRR1092014	SRS525297	GTEX-V1D1-1126-SM-4JBHT	Esophagus	No	male	SRP012682
SRR1092038	SRS525298	GTEX-S4P3-0926-SM-4AD54	Ovary	No	female	SRP012682
SRR1092062	SRS525299	GTEX-XPVG-2826-SM-4B66J	Nerve	No	male	SRP012682
SRR1092087	SRS525300	GTEX-N7MS-0225-SM-4E3HO	Skin	No	male	SRP012682
SRR1092112	SRS525301	GTEX-QVUS-0426-SM-48FE3	Blood Vessel	No	female	SRP012682
SRR1092136	SRS525302	GTEX-SNOS-0826-SM-4DM5N	Stomach	No	male	SRP012682
SRR1092160	SRS525303	GTEX-T6MO-0126-SM-4DM6X	Adrenal Gland	No	female	SRP012682
SRR1092184	SRS525304	GTEX-T5JC-1926-SM-4DM6Q	Stomach	No	male	SRP012682
SRR1092208	SRS525305	GTEX-SE5C-1026-SM-4BRUG	Bladder	No	female	SRP012682
SRR1092232	SRS525306	GTEX-X62O-0126-SM-4E3JN	Skin	No	male	SRP012682
SRR1092257	SRS525307	GTEX-POMQ-0126-SM-48TD6	Spleen	No	female	SRP012682
SRR1092281	SRS525308	GTEX-T6MO-0726-SM-4DM58	Stomach	No	female	SRP012682
SRR1092305	SRS525309	GTEX-T2IS-0008-SM-4DM75	Skin	No	female	SRP012682
SRR1092329	SRS525310	GTEX-U4B1-0126-SM-4DXSN	Adrenal Gland	No	male	SRP012682
SRR1092349	SRS525311	GTEX-UPJH-0526-SM-4IHK8	Muscle	No	male	SRP012682
SRR1092372	SRS525312	GTEX-U8XE-1226-SM-4E3HN	Blood Vessel	No	male	SRP012682
SRR1092397	SRS525313	GTEX-XPVG-1826-SM-4B64X	Colon	No	male	SRP012682
SRR1092422	SRS525314	GTEX-Y8E5-0006-SM-47JWQ	Blood	No	male	SRP012682
SRR1092444	SRS525315	GTEX-Q2AI-1126-SM-48U19	Prostate	No	male	SRP012682
SRR1092468	SRS525316	GTEX-S95S-1026-SM-4B64M	Prostate	No	male	SRP012682
SRR1092493	SRS525317	GTEX-XUZC-1526-SM-4BRV4	Colon	No	female	SRP012682
SRR1092517	SRS525318	GTEX-S4P3-1326-SM-4AD6V	Breast	No	female	SRP012682
SRR1092541	SRS525319	GTEX-XUJ4-0005-SM-4BOQ6	Blood	No	female	SRP012682
SRR1092567	SRS525320	GTEX-X8HC-0726-SM-46MWG	Thyroid	No	female	SRP012682
SRR1092591	SRS525321	GTEX-XBED-1426-SM-4AT4G	Small Intestine	No	male	SRP012682
SRR1092612	SRS525322	GTEX-SUCS-1326-SM-4DM5T	Testis	No	male	SRP012682
SRR1092636	SRS525323	GTEX-WFON-1626-SM-4LVMV	Prostate	No	male	SRP012682
SRR1092662	SRS525324	GTEX-R55D-1226-SM-48FE9	Esophagus	No	male	SRP012682
SRR1092686	SRS525325	GTEX-U3ZM-0226-SM-4DXTA	Adrenal Gland	No	male	SRP012682
SRR1092706	SRS525326	GTEX-XLM4-0011-R8A-SM-4AT44	Brain	No	male	SRP012682
SRR1092727	SRS525327	GTEX-XAJ8-1226-SM-47JYS	Blood Vessel	No	male	SRP012682
SRR1092749	SRS525328	GTEX-R55G-1226-SM-48FDC	Colon	No	female	SRP012682
SRR1092773	SRS525329	GTEX-WEY5-0008-SM-4LMKC	Skin	No	female	SRP012682
SRR1092797	SRS525330	GTEX-XLM4-0011-R11A-SM-4AT46	Brain	No	male	SRP012682
SRR1092818	SRS525331	GTEX-OXRP-0926-SM-48TC1	Esophagus	No	female	SRP012682
SRR1092842	SRS525332	GTEX-UPK5-0008-SM-4IHJD	Skin	No	male	SRP012682
SRR1092865	SRS525333	GTEX-XYKS-1026-SM-4BRVH	Esophagus	No	female	SRP012682
SRR1092889	SRS525334	GTEX-X8HC-1026-SM-46MWH	Heart	No	female	SRP012682
SRR1092913	SRS525335	GTEX-S3XE-1326-SM-4AD4H	Prostate	No	male	SRP012682
SRR1092937	SRS525336	GTEX-SUCS-1426-SM-4DM5W	Pancreas	No	male	SRP012682
SRR1092961	SRS525337	GTEX-Q2AI-0008-SM-48U2H	Skin	No	male	SRP012682
SRR1092985	SRS525338	GTEX-RVPV-0926-SM-47JXU	Muscle	No	male	SRP012682
SRR1093007	SRS525339	GTEX-S4Z8-0826-SM-4AD4J	Esophagus	No	male	SRP012682
SRR1093031	SRS525340	GTEX-WCDI-0008-SM-47JYE	Skin	No	male	SRP012682
SRR1093053	SRS525341	GTEX-X88G-0426-SM-47JZ5	Blood Vessel	No	male	SRP012682
SRR1093075	SRS525342	GTEX-XOTO-2826-SM-4B65I	Prostate	No	male	SRP012682
SRR1093100	SRS525343	GTEX-SIU8-0426-SM-4BRUE	Blood Vessel	No	male	SRP012682
SRR1093124	SRS525344	GTEX-Q734-1426-SM-48TZQ	Vagina	No	female	SRP012682
SRR1093148	SRS525346	GTEX-OHPN-0226-SM-48TBV	Adipose Tissue	No	female	SRP012682
SRR1093172	SRS525347	GTEX-R55D-1126-SM-48FEB	Esophagus	No	male	SRP012682
SRR1093196	SRS525348	GTEX-XAJ8-0126-SM-47JYG	Spleen	No	male	SRP012682
SRR1093218	SRS525349	GTEX-R53T-0726-SM-48FCS	Blood Vessel	No	female	SRP012682
SRR1093243	SRS525350	GTEX-XUJ4-0626-SM-4BOOO	Heart	No	female	SRP012682
SRR1093269	SRS525351	GTEX-XBEC-1226-SM-4AT65	Heart	No	male	SRP012682
SRR1093290	SRS525352	GTEX-SNOS-1126-SM-4DM67	Testis	No	male	SRP012682
SRR1093314	SRS525353	GTEX-WFG8-1626-SM-4LVMB	Small Intestine	No	male	SRP012682
SRR1093340	SRS525354	GTEX-XUW1-1726-SM-4BOOZ	Pancreas	No	female	SRP012682
SRR1093366	SRS525355	GTEX-XV7Q-2226-SM-4BRVY	Colon	No	female	SRP012682
SRR1093390	SRS525356	GTEX-TKQ1-0526-SM-4DXTG	Stomach	No	male	SRP012682
SRR1093410	SRS525357	GTEX-WEY5-0826-SM-4LMIH	Vagina	No	female	SRP012682
SRR1093434	SRS525358	GTEX-QDVJ-1226-SM-48U1V	Pancreas	No	male	SRP012682
SRR1093458	SRS525359	GTEX-XPVG-2926-SM-4B66G	Blood Vessel	No	male	SRP012682
SRR1093483	SRS525360	GTEX-XBEW-0002-SM-4AT5O	Blood	No	male	SRP012682
SRR1093504	SRS525362	GTEX-UJMC-1226-SM-4IHLI	Stomach	No	male	SRP012682
SRR1093527	SRS525361	GTEX-XOTO-2926-SM-4B65G	Brain	No	male	SRP012682
SRR1093552	SRS525363	GTEX-XOTO-2126-SM-4B64U	Esophagus	No	male	SRP012682
SRR1093577	SRS525364	GTEX-PSDG-1526-SM-48TCY	Pancreas	No	male	SRP012682
SRR1093601	SRS525365	GTEX-T2IS-2026-SM-4DM6W	Ovary	No	female	SRP012682
SRR1093625	SRS525366	GTEX-QXCU-1326-SM-48FE2	Adrenal Gland	No	male	SRP012682
SRR1093649	SRS525367	GTEX-X5EB-0826-SM-46MVS	Heart	No	male	SRP012682
SRR1093673	SRS525368	GTEX-S3XE-0326-SM-4AD6L	Blood Vessel	No	male	SRP012682
SRR1093697	SRS525369	GTEX-T5JC-1226-SM-4DM7C	Prostate	No	male	SRP012682
SRR1093721	SRS525370	GTEX-WFG8-0126-SM-4LVMH	Adrenal Gland	No	male	SRP012682
SRR1093747	SRS525371	GTEX-XUZC-1026-SM-4BOPY	Ovary	No	female	SRP012682
SRR1093773	SRS525372	GTEX-XMD1-0011-R1A-SM-4AT4C	Brain	No	male	SRP012682
SRR1093794	SRS525373	GTEX-U8T8-0008-SM-4DXSP	Skin	No	male	SRP012682
SRR1093814	SRS525374	GTEX-UPIC-1426-SM-4IHLQ	Vagina	No	female	SRP012682
SRR1093837	SRS525375	GTEX-SIU8-0008-SM-4BRUC	Skin	No	male	SRP012682
SRR1093861	SRS525377	GTEX-XXEK-1126-SM-4BRUX	Liver	No	male	SRP012682
SRR1093885	SRS525378	GTEX-XLM4-1526-SM-4AT6D	Testis	No	male	SRP012682
SRR1093906	SRS525379	GTEX-WEY5-0326-SM-4LMI7	Blood Vessel	No	female	SRP012682
SRR1093930	SRS525380	GTEX-S4UY-0926-SM-4AD6O	Bladder	No	female	SRP012682
SRR1093954	SRS525381	GTEX-TKQ2-0226-SM-4DM6V	Adrenal Gland	No	male	SRP012682
SRR1094003	SRS525382	GTEX-R53T-0008-SM-48FEW	Skin	No	female	SRP012682
SRR1094027	SRS525383	GTEX-S4P3-0326-SM-4AD6P	Blood Vessel	No	female	SRP012682
SRR1094051	SRS525385	GTEX-XUYS-0326-SM-47JX2	Muscle	No	male	SRP012682
SRR1094073	SRS525386	GTEX-PX3G-0926-SM-48U12	Spleen	No	female	SRP012682
SRR1094097	SRS525387	GTEX-RTLS-2426-SM-46MUO	Uterus	No	female	SRP012682
SRR1094123	SRS525388	GTEX-XBEW-1426-SM-4AT4J	Esophagus	No	male	SRP012682
SRR1094144	SRS525389	GTEX-XYKS-0926-SM-4BRVG	Adrenal Gland	No	female	SRP012682
SRR1094168	SRS525390	GTEX-SNOS-0008-SM-4DM6I	Skin	No	male	SRP012682
SRR1094192	SRS525391	GTEX-XYKS-0226-SM-4BRW3	Heart	No	female	SRP012682
SRR1094216	SRS525392	GTEX-U8XE-0226-SM-4E3J3	Skin	No	male	SRP012682
SRR1094241	SRS525393	GTEX-VJYA-1826-SM-4KL1W	Blood Vessel	No	male	SRP012682
SRR1094265	SRS525394	GTEX-XUYS-0126-SM-47JWZ	Skin	No	male	SRP012682
SRR1094287	SRS525395	GTEX-S3XE-1526-SM-4AD5A	Testis	No	male	SRP012682
SRR1094312	SRS525396	GTEX-PW2O-0126-SM-48TC8	Spleen	No	male	SRP012682
SRR1094336	SRS525397	GTEX-XLM4-0426-SM-4AT54	Blood Vessel	No	male	SRP012682
SRR1094357	SRS525962	GTEX-UPIC-1026-SM-4IHLT	Esophagus	No	female	SRP012682
SRR1094380	SRS525964	GTEX-S95S-0426-SM-4B64I	Esophagus	No	male	SRP012682
SRR1094405	SRS525965	GTEX-OHPJ-0008-SM-4E3JG	Skin	No	male	SRP012682
SRR1094430	SRS525966	GTEX-WH7G-0626-SM-4LVMO	Blood Vessel	No	male	SRP012682
SRR1094457	SRS525967	GTEX-XOT4-0826-SM-4B66Y	Adipose Tissue	No	female	SRP012682
SRR1094482	SRS525968	GTEX-XAJ8-0008-SM-46MU7	Skin	No	male	SRP012682
SRR1094506	SRS525969	GTEX-WRHU-1226-SM-4E3IJ	Heart	No	female	SRP012682
SRR1094531	SRS525970	GTEX-VUSG-1726-SM-4KKZL	Small Intestine	No	male	SRP012682
SRR1094555	SRS525971	GTEX-UPK5-2126-SM-4JBJK	Stomach	No	male	SRP012682
SRR1094580	SRS525972	K-562-SM-4AT3W	Bone Marrow	Yes	female	SRP012682
SRR1094601	SRS525973	GTEX-X88G-0004-SM-47JZ6	Blood	No	male	SRP012682
SRR1095188	SRS525974	GTEX-XPVG-1326-SM-4B65P	Esophagus	No	male	SRP012682
SRR1095213	SRS525975	GTEX-S7PM-0626-SM-4AD4Q	Testis	No	male	SRP012682
SRR1095237	SRS525976	GTEX-S32W-1026-SM-4AD5W	Esophagus	No	female	SRP012682
SRR1095261	SRS525977	GTEX-XYKS-1626-SM-4BRUQ	Uterus	No	female	SRP012682
SRR1095285	SRS525979	GTEX-Q734-0826-SM-48U1G	Esophagus	No	female	SRP012682
SRR1095309	SRS525980	GTEX-XQ3S-0001-SM-4B64K	Blood	No	male	SRP012682
SRR1095334	SRS525978	GTEX-XXEK-2526-SM-4BRUR	Nerve	No	male	SRP012682
SRR1095358	SRS525981	GTEX-XXEK-0426-SM-4BRVW	Esophagus	No	male	SRP012682
SRR1095383	SRS525982	GTEX-QDVN-0826-SM-48TZ2	Liver	No	male	SRP012682
SRR1095407	SRS525983	GTEX-XXEK-1726-SM-4BRVB	Pancreas	No	male	SRP012682
SRR1095431	SRS525984	GTEX-QV31-0008-SM-447AT	Skin	No	male	SRP012682
SRR1095455	SRS525985	GTEX-X4XY-0326-SM-46MVZ	Adipose Tissue	No	male	SRP012682
SRR1095479	SRS525986	GTEX-S32W-0826-SM-4AD5Z	Pancreas	No	female	SRP012682
SRR1095503	SRS525987	GTEX-VUSG-2326-SM-4KL1U	Skin	No	male	SRP012682
SRR1095527	SRS525988	GTEX-X88G-0008-SM-47JWN	Skin	No	male	SRP012682
SRR1095549	SRS525989	GTEX-XUJ4-0226-SM-4BOP8	Spleen	No	female	SRP012682
SRR1095575	SRS525990	GTEX-XXEK-2426-SM-4BRUS	Adipose Tissue	No	male	SRP012682
SRR1095599	SRS525991	GTEX-XUJ4-1626-SM-4BONV	Vagina	No	female	SRP012682
SRR1095627	SRS525992	GTEX-PLZ6-0008-SM-48TD5	Skin	No	male	SRP012682
SRR1095651	SRS525993	GTEX-VJYA-0826-SM-4KL1M	Pancreas	No	male	SRP012682
SRR1095675	SRS525994	GTEX-U3ZM-1126-SM-4DXUB	Colon	No	male	SRP012682
SRR1095695	SRS525995	GTEX-X585-1026-SM-46MW6	Lung	No	male	SRP012682
SRR1095720	SRS525996	GTEX-VUSG-2626-SM-4KKZI	Muscle	No	male	SRP012682
SRR1095744	SRS525997	GTEX-S3XE-0826-SM-4AD4U	Esophagus	No	male	SRP012682
SRR1095768	SRS525998	GTEX-WEY5-0926-SM-4LMI4	Esophagus	No	female	SRP012682
SRR1095792	SRS525999	GTEX-OXRO-1226-SM-48TDL	Thyroid	No	female	SRP012682
SRR1095816	SRS526000	GTEX-S4UY-0726-SM-4AD6X	Breast	No	female	SRP012682
SRR1095840	SRS526001	GTEX-QV31-0326-SM-447BM	Blood Vessel	No	male	SRP012682
SRR1095865	SRS526002	GTEX-X4XX-0011-R4B-SM-46MWL	Brain	No	male	SRP012682
SRR1095889	SRS526003	GTEX-RNOR-1326-SM-48FDE	Esophagus	No	female	SRP012682
SRR1095913	SRS526004	GTEX-VUSG-0126-SM-4KL1X	Liver	No	male	SRP012682
SRR1095937	SRS526005	GTEX-XYKS-0826-SM-4BRVF	Thyroid	No	female	SRP012682
SRR1095961	SRS526006	GTEX-QDT8-1326-SM-48TYY	Esophagus	No	female	SRP012682
SRR1095985	SRS526007	GTEX-RUSQ-0426-SM-47JWR	Blood Vessel	No	male	SRP012682
SRR1096007	SRS526008	GTEX-XUJ4-2726-SM-4BOQ1	Nerve	No	female	SRP012682
SRR1096033	SRS526009	GTEX-R55G-0008-SM-48FEX	Skin	No	female	SRP012682
SRR1096057	SRS526010	GTEX-S32W-1626-SM-4AD6G	Cervix Uteri	No	female	SRP012682
SRR1096081	SRS526011	GTEX-U412-2026-SM-4DXSI	Prostate	No	male	SRP012682
SRR1096101	SRS526012	GTEX-RU72-3126-SM-46MUB	Pituitary	No	female	SRP012682
SRR1096125	SRS526013	GTEX-T5JW-2026-SM-4DM63	Breast	No	female	SRP012682
SRR1096149	SRS526015	GTEX-WRHU-1326-SM-4E3K7	Blood Vessel	No	female	SRP012682
SRR1096174	SRS526014	GTEX-X5EB-2326-SM-46MW5	Muscle	No	male	SRP012682
SRR1096198	SRS526016	GTEX-W5WG-1326-SM-4LMI9	Uterus	No	female	SRP012682
SRR1096222	SRS526017	GTEX-XMK1-2426-SM-4B66I	Nerve	No	male	SRP012682
SRR1096247	SRS526018	GTEX-U3ZN-2026-SM-4DXUC	Stomach	No	female	SRP012682
SRR1096267	SRS526019	GTEX-T8EM-0526-SM-4DM64	Esophagus	No	male	SRP012682
SRR1096291	SRS526021	GTEX-QV31-0126-SM-447BP	Spleen	No	male	SRP012682
SRR1096315	SRS526022	GTEX-QCQG-1326-SM-48U24	Uterus	No	female	SRP012682
SRR1096339	SRS526023	GTEX-T6MN-2726-SM-4DM77	Pituitary	No	male	SRP012682
SRR1096363	SRS526025	GTEX-TSE9-0008-SM-4DXT8	Skin	No	female	SRP012682
SRR1096383	SRS526026	GTEX-XMK1-2226-SM-4B673	Adipose Tissue	No	male	SRP012682
SRR1096408	SRS526027	GTEX-XV7Q-1826-SM-4BRUV	Skin	No	female	SRP012682
SRR1096432	SRS526028	GTEX-WFON-1026-SM-4LVMD	Esophagus	No	male	SRP012682
SRR1096458	SRS526030	GTEX-TML8-0926-SM-4DXSJ	Ovary	No	female	SRP012682
SRR1096478	SRS526032	GTEX-X638-0426-SM-47JY2	Nerve	No	female	SRP012682
SRR1096500	SRS526033	GTEX-X5EB-2526-SM-4E3HY	Nerve	No	male	SRP012682
SRR1096525	SRS526036	GTEX-RUSQ-0826-SM-47JWW	Esophagus	No	male	SRP012682
SRR1096547	SRS526037	GTEX-QVJO-1826-SM-447C9	Breast	No	female	SRP012682
SRR1096571	SRS526038	GTEX-QDVN-0006-SM-48U1R	Blood	No	male	SRP012682
SRR1096595	SRS526039	GTEX-XBEW-1526-SM-4AT4K	Esophagus	No	male	SRP012682
SRR1096616	SRS526041	GTEX-U3ZG-0008-SM-47JWL	Skin	No	male	SRP012682
SRR1096638	SRS526042	GTEX-VUSG-0526-SM-4KL22	Blood Vessel	No	male	SRP012682
SRR1096662	SRS526047	GTEX-XBED-2626-SM-4E3J5	Muscle	No	male	SRP012682
SRR1096687	SRS526048	GTEX-XMK1-1326-SM-4B65Q	Esophagus	No	male	SRP012682
SRR1096712	SRS526049	GTEX-O5YV-0226-SM-48TBY	Adipose Tissue	No	female	SRP012682
SRR1096736	SRS526051	GTEX-RN64-0726-SM-48FCV	Blood Vessel	No	male	SRP012682
SRR1096760	SRS526055	GTEX-RWSA-1326-SM-47JX9	Esophagus	No	male	SRP012682
SRR1096782	SRS526058	GTEX-RNOR-0008-SM-48FEY	Skin	No	female	SRP012682
SRR1096806	SRS526059	GTEX-PWCY-2126-SM-48TEC	Nerve	No	female	SRP012682
SRR1096830	SRS526061	GTEX-XGQ4-1526-SM-4AT6H	Esophagus	No	male	SRP012682
SRR1096851	SRS526064	GTEX-XOTO-0011-R1B-SM-4B65C	Brain	No	male	SRP012682
SRR1096876	SRS526065	GTEX-S32W-1526-SM-4AD6Z	Cervix Uteri	No	female	SRP012682
SRR1096900	SRS526066	GTEX-QEG4-0126-SM-48TZE	Testis	No	male	SRP012682
SRR1096924	SRS526067	GTEX-XAJ8-0426-SM-47JYJ	Colon	No	male	SRP012682
SRR1096946	SRS526068	GTEX-U3ZM-1626-SM-4DXSK	Testis	No	male	SRP012682
SRR1096966	SRS526069	GTEX-XLM4-0011-R6A-SM-4AT4B	Brain	No	male	SRP012682
SRR1096987	SRS526070	GTEX-XUJ4-1926-SM-4BOOV	Breast	No	female	SRP012682
SRR1097013	SRS526071	GTEX-XLM4-0226-SM-4AT4N	Adipose Tissue	No	male	SRP012682
SRR1097035	SRS526072	GTEX-TSE9-2826-SM-4DXTF	Cervix Uteri	No	female	SRP012682
SRR1097055	SRS526073	GTEX-XGQ4-2526-SM-4AT57	Nerve	No	male	SRP012682
SRR1097076	SRS526074	GTEX-SNOS-0726-SM-4DM5Z	Esophagus	No	male	SRP012682
SRR1097100	SRS526075	GTEX-T5JW-1426-SM-4DM5Q	Esophagus	No	female	SRP012682
SRR1097124	SRS526076	GTEX-X8HC-2726-SM-46MUA	Ovary	No	female	SRP012682
SRR1097148	SRS526077	GTEX-R55G-1526-SM-48FER	Ovary	No	female	SRP012682
SRR1097172	SRS526078	GTEX-NFK9-0008-SM-4E3JE	Skin	No	male	SRP012682
SRR1097197	SRS526079	GTEX-S3XE-0926-SM-4AD4S	Esophagus	No	male	SRP012682
SRR1097221	SRS526080	GTEX-QDT8-0008-SM-48U2F	Skin	No	female	SRP012682
SRR1097245	SRS526081	GTEX-XMK1-2626-SM-4B65R	Salivary Gland	No	male	SRP012682
SRR1097270	SRS526082	GTEX-S95S-1226-SM-4GICG	Skin	No	male	SRP012682
SRR1097296	SRS526083	GTEX-S32W-1126-SM-4AD5V	Bladder	No	female	SRP012682
SRR1097320	SRS526084	GTEX-PX3G-1526-SM-48U11	Stomach	No	female	SRP012682
SRR1097344	SRS526085	GTEX-XXEK-1226-SM-4BRUY	Prostate	No	male	SRP012682
SRR1097368	SRS526086	GTEX-RN64-0008-SM-48FEZ	Skin	No	male	SRP012682
SRR1097392	SRS526087	GTEX-WZTO-0011-R11A-SM-4E3K9	Brain	No	male	SRP012682
SRR1097417	SRS526088	GTEX-XQ8I-1726-SM-4BOQB	Spleen	No	male	SRP012682
SRR1097501	SRS526089	GTEX-QMRM-0626-SM-447BQ	Blood Vessel	No	male	SRP012682
SRR1097525	SRS526090	GTEX-R55C-1126-SM-48FCJ	Colon	No	male	SRP012682
SRR1097549	SRS526091	GTEX-U8XE-0126-SM-4E3I3	Testis	No	male	SRP012682
SRR1097574	SRS526092	GTEX-U3ZN-1626-SM-4DXTZ	Cervix Uteri	No	female	SRP012682
SRR1097594	SRS526093	GTEX-XYKS-0002-SM-4BRWN	Blood	No	female	SRP012682
SRR1097618	SRS526094	GTEX-Q734-1026-SM-48U16	Stomach	No	female	SRP012682
SRR1097642	SRS526095	GTEX-QEL4-0008-SM-447AZ	Skin	No	male	SRP012682
SRR1097666	SRS526096	GTEX-SSA3-0008-SM-47JWJ	Skin	No	male	SRP012682
SRR1097688	SRS526097	GTEX-U3ZH-0008-SM-4DXT2	Skin	No	male	SRP012682
SRR1097708	SRS526098	GTEX-TKQ2-1326-SM-4DXT9	Colon	No	male	SRP012682
SRR1097728	SRS526099	GTEX-PWOO-2026-SM-48TDE	Vagina	No	female	SRP012682
SRR1097752	SRS526100	GTEX-X261-0011-R11A-SM-4E3JY	Brain	No	male	SRP012682
SRR1097777	SRS526101	GTEX-R55G-0326-SM-48FDM	Pancreas	No	female	SRP012682
SRR1097811	SRS526105	GTEX-QMRM-1226-SM-447C6	Colon	No	male	SRP012682
SRR1097837	SRS526111	GTEX-U4B1-1826-SM-4DXSU	Skin	No	male	SRP012682
SRR1097857	SRS526114	GTEX-XUZC-0426-SM-4BOPE	Esophagus	No	female	SRP012682
SRR1097883	SRS526116	GTEX-XBED-0226-SM-47JY8	Pancreas	No	male	SRP012682
SRR1097905	SRS526117	GTEX-SNOS-1026-SM-4DM4Y	Prostate	No	male	SRP012682
SRR1097929	SRS526118	GTEX-PWCY-1426-SM-48TCT	Uterus	No	female	SRP012682
SRR1097954	SRS526119	GTEX-XYKS-1526-SM-4BRUP	Esophagus	No	female	SRP012682
SRR1097978	SRS526120	GTEX-NL3H-0011-R1a-SM-48TDJ	Brain	No	male	SRP012682
SRR1098002	SRS526121	GTEX-PX3G-1426-SM-48U1J	Colon	No	female	SRP012682
