# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-t" "gene" "-f" "-a" "databases/GenomeReference_hg38/annotation/Homo_sapiens.GRCh38.77.gtf" "-o" "databases/gtex_files/brain/SRR598253/counts/SRR598253_counts.txt" "databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam
ENSG00000230763	CHR_HSCHR6_MHC_MCF_CTG1	33109380	33120645	+	11266	0
ENSG00000231288	CHR_HSCHR6_MHC_MCF_CTG1	33112911	33113320	+	410	0
ENSG00000230878	CHR_HSCHR6_MHC_MCF_CTG1	33125197	33130739	-	5543	0
ENSG00000234249	CHR_HSCHR6_MHC_MCF_CTG1	33137211	33140747	-	3537	0
ENSG00000223372	CHR_HSCHR6_MHC_MCF_CTG1	33145868	33150636	+	4769	0
ENSG00000235708	CHR_HSCHR6_MHC_MCF_CTG1	33333046	33362862	-	29817	0
ENSG00000235712	CHR_HSCHR6_MHC_MCF_CTG1	33363951	33371048	-	7098	0
ENSG00000266464	CHR_HSCHR6_MHC_MCF_CTG1	33369961	33370056	+	96	0
ENSG00000224399	CHR_HSCHR6_MHC_MCF_CTG1	33370805	33374799	+	3995	0
ENSG00000232357	CHR_HSCHR6_MHC_MCF_CTG1	33375002	33377191	+	2190	0
ENSG00000265459	CHR_HSCHR6_MHC_MCF_CTG1	33378195	33378304	+	110	0
ENSG00000231115	CHR_HSCHR6_MHC_MCF_CTG1	33378855	33383082	+	4228	0
ENSG00000274720	CHR_HSCHR6_MHC_MCF_CTG1	33385178	33385238	-	61	0
ENSG00000237723	CHR_HSCHR6_MHC_MCF_CTG1	33386065	33386688	+	624	0
ENSG00000227750	CHR_HSCHR6_MHC_MCF_CTG1	33408140	33410038	+	1899	0
ENSG00000238064	CHR_HSCHR6_MHC_MCF_CTG1	33419923	33425374	+	5452	0
ENSG00000224455	CHR_HSCHR6_MHC_MCF_CTG1	33420661	33442416	-	21756	0
ENSG00000226225	CHR_HSCHR6_MHC_MCF_CTG1	33442379	33446883	+	4505	0
ENSG00000236802	CHR_HSCHR6_MHC_MCF_CTG1	33447505	33449198	+	1694	0
ENSG00000236222	CHR_HSCHR6_MHC_MCF_CTG1	33449481	33459870	-	10390	0
ENSG00000278064	CHR_HSCHR6_MHC_MCF_CTG1	33457570	33457632	-	63	0
ENSG00000235692	CHR_HSCHR6_MHC_MCF_CTG1	33459645	33468744	+	9100	0
ENSG00000278623	CHR_HSCHR6_MHC_MCF_CTG1	33460588	33460668	+	81	0
ENSG00000228736	CHR_HSCHR6_MHC_MCF_CTG1	33461997	33469667	-	7671	0
ENSG00000206208	CHR_HSCHR6_MHC_MCF_CTG1	33470037	33484728	-	14692	0
ENSG00000237056	CHR_HSCHR6_MHC_MCF_CTG1	33484759	33488283	-	3525	0
ENSG00000231617	CHR_HSCHR6_MHC_MCF_CTG1	33488900	33499609	-	10710	0
ENSG00000224874	CHR_HSCHR6_MHC_MCF_CTG1	33509323	33509840	+	518	0
ENSG00000205677	CHR_HSCHR6_MHC_MCF_CTG1	33535893	33536588	-	696	0
ENSG00000231602	CHR_HSCHR6_MHC_MCF_CTG1	33559730	33559831	-	102	0
ENSG00000056678	CHR_HSCHR6_MHC_MCF_CTG1	33561891	33562220	+	330	0
ENSG00000257770	CHR_HSCHR6_MHC_COX_CTG1	28526012	28534951	+	8940	0
ENSG00000248496	CHR_HSCHR6_MHC_COX_CTG1	28573507	28587330	-	13824	0
ENSG00000275478	CHR_HSCHR6_MHC_COX_CTG1	28587373	28591739	+	4367	0
ENSG00000249032	CHR_HSCHR6_MHC_COX_CTG1	28648243	28654475	-	6233	0
ENSG00000265950	CHR_HSCHR6_MHC_COX_CTG1	28658194	28658277	-	84	0
ENSG00000249814	CHR_HSCHR6_MHC_COX_CTG1	28732809	28733696	+	888	0
ENSG00000230574	CHR_HSCHR6_MHC_COX_CTG1	28784450	28784821	-	372	0
ENSG00000237006	CHR_HSCHR6_MHC_COX_CTG1	28838507	28839644	-	1138	0
ENSG00000227966	CHR_HSCHR6_MHC_COX_CTG1	28860261	28864009	-	3749	0
ENSG00000226714	CHR_HSCHR6_MHC_COX_CTG1	28862047	28862678	+	632	0
ENSG00000235184	CHR_HSCHR6_MHC_COX_CTG1	28889657	28890731	-	1075	0
ENSG00000230004	CHR_HSCHR6_MHC_COX_CTG1	28897348	28898138	+	791	0
ENSG00000237071	CHR_HSCHR6_MHC_COX_CTG1	28903816	28924807	-	20992	0
ENSG00000263937	CHR_HSCHR6_MHC_COX_CTG1	28916461	28916560	+	100	0
ENSG00000237634	CHR_HSCHR6_MHC_COX_CTG1	28940401	28941061	+	661	0
ENSG00000233505	CHR_HSCHR6_MHC_COX_CTG1	28965658	28966988	-	1331	0
ENSG00000263419	CHR_HSCHR6_MHC_COX_CTG1	28974068	28974366	+	299	0
ENSG00000227380	CHR_HSCHR6_MHC_COX_CTG1	28982795	28984076	+	1282	0
ENSG00000239940	CHR_HSCHR6_MHC_COX_CTG1	28983392	28985128	+	1737	0
ENSG00000223687	CHR_HSCHR6_MHC_COX_CTG1	28991375	29001915	-	10541	0
ENSG00000227626	CHR_HSCHR6_MHC_COX_CTG1	29023286	29024213	-	928	0
ENSG00000234101	CHR_HSCHR6_MHC_COX_CTG1	29040820	29041847	-	1028	0
ENSG00000274063	CHR_HSCHR6_MHC_COX_CTG1	29060593	29073129	+	12537	0
ENSG00000225838	CHR_HSCHR6_MHC_COX_CTG1	29068429	29069201	-	773	0
ENSG00000226657	CHR_HSCHR6_MHC_COX_CTG1	29073178	29073773	-	596	0
ENSG00000233180	CHR_HSCHR6_MHC_COX_CTG1	29082970	29083976	-	1007	0
ENSG00000234804	CHR_HSCHR6_MHC_COX_CTG1	29097608	29098546	+	939	0
ENSG00000232178	CHR_HSCHR6_MHC_COX_CTG1	29108558	29109493	+	936	0
ENSG00000232272	CHR_HSCHR6_MHC_COX_CTG1	29120878	29125574	+	4697	0
ENSG00000224925	CHR_HSCHR6_MHC_COX_CTG1	29134543	29135479	-	937	0
ENSG00000231676	CHR_HSCHR6_MHC_COX_CTG1	29169965	29171236	+	1272	0
ENSG00000226610	CHR_HSCHR6_MHC_COX_CTG1	29178191	29179126	+	936	0
ENSG00000276394	CHR_HSCHR6_MHC_COX_CTG1	29198464	29198530	+	67	0
ENSG00000234092	CHR_HSCHR6_MHC_COX_CTG1	29211927	29212864	+	938	0
ENSG00000233950	CHR_HSCHR6_MHC_COX_CTG1	29220658	29263772	+	43115	0
ENSG00000225150	CHR_HSCHR6_MHC_COX_CTG1	29225912	29226842	-	931	0
ENSG00000237366	CHR_HSCHR6_MHC_COX_CTG1	29259390	29260766	-	1377	0
ENSG00000226844	CHR_HSCHR6_MHC_COX_CTG1	29265149	29266108	-	960	0
ENSG00000231279	CHR_HSCHR6_MHC_COX_CTG1	29287419	29288361	+	943	0
ENSG00000225291	CHR_HSCHR6_MHC_COX_CTG1	29303399	29304364	+	966	0
ENSG00000229045	CHR_HSCHR6_MHC_COX_CTG1	29326337	29327771	-	1435	0
ENSG00000233046	CHR_HSCHR6_MHC_COX_CTG1	29351939	29428535	-	76597	0
ENSG00000251394	CHR_HSCHR6_MHC_COX_CTG1	29370147	29446668	-	76522	0
ENSG00000235966	CHR_HSCHR6_MHC_COX_CTG1	29393135	29394203	+	1069	0
ENSG00000249030	CHR_HSCHR6_MHC_COX_CTG1	29413850	29414796	+	947	0
ENSG00000230780	CHR_HSCHR6_MHC_COX_CTG1	29422072	29453643	-	31572	0
ENSG00000224234	CHR_HSCHR6_MHC_COX_CTG1	29435874	29437545	+	1672	0
ENSG00000235132	CHR_HSCHR6_MHC_COX_CTG1	29453753	29460899	+	7147	0
ENSG00000227228	CHR_HSCHR6_MHC_COX_CTG1	29461167	29466379	-	5213	0
ENSG00000224444	CHR_HSCHR6_MHC_COX_CTG1	29471596	29472642	-	1047	0
ENSG00000233141	CHR_HSCHR6_MHC_COX_CTG1	29483337	29484473	-	1137	0
ENSG00000232302	CHR_HSCHR6_MHC_COX_CTG1	29485842	29486247	-	406	0
ENSG00000232652	CHR_HSCHR6_MHC_COX_CTG1	29494080	29507127	+	13048	0
ENSG00000230674	CHR_HSCHR6_MHC_COX_CTG1	29526002	29530150	+	4149	0
ENSG00000237698	CHR_HSCHR6_MHC_COX_CTG1	29534286	29535369	-	1084	0
ENSG00000229467	CHR_HSCHR6_MHC_COX_CTG1	29549819	29550766	+	948	0
ENSG00000228913	CHR_HSCHR6_MHC_COX_CTG1	29552212	29556525	-	4314	0
ENSG00000232632	CHR_HSCHR6_MHC_COX_CTG1	29552212	29629760	-	77549	0
ENSG00000226796	CHR_HSCHR6_MHC_COX_CTG1	29570508	29571435	+	928	0
ENSG00000225248	CHR_HSCHR6_MHC_COX_CTG1	29574058	29574347	+	290	0
ENSG00000266672	CHR_HSCHR6_MHC_COX_CTG1	29578848	29578931	+	84	0
ENSG00000230181	CHR_HSCHR6_MHC_COX_CTG1	29579107	29579624	+	518	0
ENSG00000229185	CHR_HSCHR6_MHC_COX_CTG1	29584054	29585637	+	1584	0
ENSG00000223771	CHR_HSCHR6_MHC_COX_CTG1	29632655	29632938	-	284	0
ENSG00000237834	CHR_HSCHR6_MHC_COX_CTG1	29653572	29668964	+	15393	0
ENSG00000226858	CHR_HSCHR6_MHC_COX_CTG1	29668984	29677737	-	8754	0
ENSG00000235507	CHR_HSCHR6_MHC_COX_CTG1	29704757	29705179	-	423	0
ENSG00000137403	CHR_HSCHR6_MHC_COX_CTG1	29716754	29732497	+	15744	0
ENSG00000233935	CHR_HSCHR6_MHC_COX_CTG1	29716960	29717950	-	991	0
ENSG00000206446	CHR_HSCHR6_MHC_COX_CTG1	29720576	29743014	-	22439	0
ENSG00000241880	CHR_HSCHR6_MHC_COX_CTG1	29720644	29721114	-	471	0
ENSG00000251581	CHR_HSCHR6_MHC_COX_CTG1	29735695	29742934	-	7240	0
ENSG00000224253	CHR_HSCHR6_MHC_COX_CTG1	29742254	29742478	+	225	0
ENSG00000263876	CHR_HSCHR6_MHC_COX_CTG1	29744335	29744436	+	102	0
ENSG00000228912	CHR_HSCHR6_MHC_COX_CTG1	29744691	29745111	-	421	0
ENSG00000230238	CHR_HSCHR6_MHC_COX_CTG1	29785254	29791477	+	6224	0
ENSG00000225346	CHR_HSCHR6_MHC_COX_CTG1	29785655	29786629	-	975	0
ENSG00000260055	CHR_HSCHR6_MHC_COX_CTG1	29794107	29796116	+	2010	0
ENSG00000233462	CHR_HSCHR6_MHC_COX_CTG1	29796886	29797682	-	797	0
ENSG00000229995	CHR_HSCHR6_MHC_COX_CTG1	29806254	29806385	-	132	0
ENSG00000230413	CHR_HSCHR6_MHC_COX_CTG1	29820648	29824817	+	4170	0
ENSG00000234681	CHR_HSCHR6_MHC_COX_CTG1	29821066	29822046	-	981	0
ENSG00000224118	CHR_HSCHR6_MHC_COX_CTG1	29849539	29849688	-	150	0
ENSG00000226152	CHR_HSCHR6_MHC_COX_CTG1	29878828	29879794	-	967	0
ENSG00000226893	CHR_HSCHR6_MHC_COX_CTG1	29879284	29882006	+	2723	0
ENSG00000227027	CHR_HSCHR6_MHC_COX_CTG1	29888080	29889211	+	1132	0
ENSG00000233241	CHR_HSCHR6_MHC_COX_CTG1	29898045	29898411	+	367	0
ENSG00000231998	CHR_HSCHR6_MHC_COX_CTG1	29899284	29900148	-	865	0
ENSG00000227956	CHR_HSCHR6_MHC_COX_CTG1	29917455	29918445	-	991	0
ENSG00000232331	CHR_HSCHR6_MHC_COX_CTG1	29917929	29920706	+	2778	0
ENSG00000223352	CHR_HSCHR6_MHC_COX_CTG1	29923817	29924002	+	186	0
ENSG00000224320	CHR_HSCHR6_MHC_COX_CTG1	29930804	29939152	+	8349	0
ENSG00000223708	CHR_HSCHR6_MHC_COX_CTG1	29931616	29932608	-	993	0
ENSG00000232011	CHR_HSCHR6_MHC_COX_CTG1	29946103	29948077	+	1975	0
ENSG00000237395	CHR_HSCHR6_MHC_COX_CTG1	29960309	29961971	-	1663	0
ENSG00000236579	CHR_HSCHR6_MHC_COX_CTG1	29964608	29967904	+	3297	0
ENSG00000234242	CHR_HSCHR6_MHC_COX_CTG1	29982716	29983112	+	397	0
ENSG00000235340	CHR_HSCHR6_MHC_COX_CTG1	29983944	29984821	-	878	0
ENSG00000229653	CHR_HSCHR6_MHC_COX_CTG1	29990518	30051536	-	61019	0
ENSG00000224006	CHR_HSCHR6_MHC_COX_CTG1	29995625	29996628	-	1004	0
ENSG00000228220	CHR_HSCHR6_MHC_COX_CTG1	29996087	29999460	+	3374	0
ENSG00000232141	CHR_HSCHR6_MHC_COX_CTG1	30021567	30022857	+	1291	0
ENSG00000276049	CHR_HSCHR6_MHC_COX_CTG1	30025770	30025837	+	68	0
ENSG00000274071	CHR_HSCHR6_MHC_COX_CTG1	30048011	30048086	+	76	0
ENSG00000224859	CHR_HSCHR6_MHC_COX_CTG1	30048795	30054799	+	6005	0
ENSG00000276034	CHR_HSCHR6_MHC_COX_CTG1	30050976	30051079	+	104	0
ENSG00000234058	CHR_HSCHR6_MHC_COX_CTG1	30056599	30060223	+	3625	0
ENSG00000227171	CHR_HSCHR6_MHC_COX_CTG1	30060156	30065777	-	5622	0
ENSG00000265762	CHR_HSCHR6_MHC_COX_CTG1	30078710	30078842	-	133	0
ENSG00000226402	CHR_HSCHR6_MHC_COX_CTG1	30092809	30103024	-	10216	0
ENSG00000238027	CHR_HSCHR6_MHC_COX_CTG1	30095152	30104642	+	9491	0
ENSG00000265495	CHR_HSCHR6_MHC_COX_CTG1	30122730	30122889	-	160	0
ENSG00000228001	CHR_HSCHR6_MHC_COX_CTG1	30126032	30138662	+	12631	0
ENSG00000237192	CHR_HSCHR6_MHC_COX_CTG1	30141872	30150859	-	8988	0
ENSG00000227147	CHR_HSCHR6_MHC_COX_CTG1	30153123	30162613	+	9491	0
ENSG00000230230	CHR_HSCHR6_MHC_COX_CTG1	30174354	30203317	-	28964	0
ENSG00000228199	CHR_HSCHR6_MHC_COX_CTG1	30176697	30178517	-	1821	0
ENSG00000241701	CHR_HSCHR6_MHC_COX_CTG1	30223924	30315930	-	92007	0
ENSG00000223840	CHR_HSCHR6_MHC_COX_CTG1	30228173	30232162	+	3990	0
ENSG00000243492	CHR_HSCHR6_MHC_COX_CTG1	30249483	30256765	+	7283	0
ENSG00000228894	CHR_HSCHR6_MHC_COX_CTG1	30280607	30316946	-	36340	0
ENSG00000224994	CHR_HSCHR6_MHC_COX_CTG1	30316275	30336658	+	20384	0
ENSG00000241863	CHR_HSCHR6_MHC_COX_CTG1	30334931	30336684	+	1754	0
ENSG00000227334	CHR_HSCHR6_MHC_COX_CTG1	30341216	30341350	+	135	0
ENSG00000234417	CHR_HSCHR6_MHC_COX_CTG1	30349077	30349710	-	634	0
ENSG00000232095	CHR_HSCHR6_MHC_COX_CTG1	30352921	30354089	-	1169	0
ENSG00000233466	CHR_HSCHR6_MHC_COX_CTG1	30404517	30409122	+	4606	0
ENSG00000223933	CHR_HSCHR6_MHC_COX_CTG1	30456371	30457898	+	1528	0
ENSG00000223412	CHR_HSCHR6_MHC_COX_CTG1	30458739	30460108	+	1370	0
ENSG00000227703	CHR_HSCHR6_MHC_COX_CTG1	30475795	30476445	+	651	0
ENSG00000233904	CHR_HSCHR6_MHC_COX_CTG1	30479260	30484059	+	4800	0
ENSG00000223827	CHR_HSCHR6_MHC_COX_CTG1	30506108	30509062	+	2955	0
ENSG00000235986	CHR_HSCHR6_MHC_COX_CTG1	30531215	30547013	-	15799	0
ENSG00000228186	CHR_HSCHR6_MHC_COX_CTG1	30546725	30553562	+	6838	0
ENSG00000236149	CHR_HSCHR6_MHC_COX_CTG1	30561217	30587022	+	25806	0
ENSG00000266362	CHR_HSCHR6_MHC_COX_CTG1	30574155	30574268	+	114	0
ENSG00000230995	CHR_HSCHR6_MHC_COX_CTG1	30590243	30608455	-	18213	0
ENSG00000265548	CHR_HSCHR6_MHC_COX_CTG1	30606072	30606148	-	77	0
ENSG00000227420	CHR_HSCHR6_MHC_COX_CTG1	30607552	30616238	+	8687	0
ENSG00000223752	CHR_HSCHR6_MHC_COX_CTG1	30616685	30636664	+	19980	0
ENSG00000225453	CHR_HSCHR6_MHC_COX_CTG1	30623474	30623740	+	267	0
ENSG00000233641	CHR_HSCHR6_MHC_COX_CTG1	30636880	30642942	+	6063	0
ENSG00000266702	CHR_HSCHR6_MHC_COX_CTG1	30638507	30638600	+	94	0
ENSG00000233561	CHR_HSCHR6_MHC_COX_CTG1	30642952	30662900	-	19949	0
ENSG00000231247	CHR_HSCHR6_MHC_COX_CTG1	30666252	30677758	-	11507	0
ENSG00000274462	CHR_HSCHR6_MHC_COX_CTG1	30674659	30674755	+	97	0
ENSG00000235773	CHR_HSCHR6_MHC_COX_CTG1	30677910	30681283	-	3374	0
ENSG00000235342	CHR_HSCHR6_MHC_COX_CTG1	30686667	30687396	-	730	0
ENSG00000224587	CHR_HSCHR6_MHC_COX_CTG1	30689666	30707748	-	18083	0
ENSG00000236766	CHR_HSCHR6_MHC_COX_CTG1	30692927	30703043	+	10117	0
ENSG00000227739	CHR_HSCHR6_MHC_COX_CTG1	30710059	30715284	+	5226	0
ENSG00000232280	CHR_HSCHR6_MHC_COX_CTG1	30717565	30732592	-	15028	0
ENSG00000266119	CHR_HSCHR6_MHC_COX_CTG1	30726158	30726268	-	111	0
ENSG00000237155	CHR_HSCHR6_MHC_COX_CTG1	30733058	30734413	-	1356	0
ENSG00000263728	CHR_HSCHR6_MHC_COX_CTG1	30740863	30741114	+	252	0
ENSG00000224641	CHR_HSCHR6_MHC_COX_CTG1	30756658	30782086	+	25429	0
ENSG00000236006	CHR_HSCHR6_MHC_COX_CTG1	30788497	30820509	-	32013	0
ENSG00000231522	CHR_HSCHR6_MHC_COX_CTG1	30829379	30838017	-	8639	0
ENSG00000265903	CHR_HSCHR6_MHC_COX_CTG1	30854117	30854419	+	303	0
ENSG00000224360	CHR_HSCHR6_MHC_COX_CTG1	30856848	30865810	-	8963	0
ENSG00000137332	CHR_HSCHR6_MHC_COX_CTG1	30870863	30890046	+	19184	0
ENSG00000264008	CHR_HSCHR6_MHC_COX_CTG1	30880771	30880860	+	90	0
ENSG00000236895	CHR_HSCHR6_MHC_COX_CTG1	30898049	30903971	+	5923	0
ENSG00000236178	CHR_HSCHR6_MHC_COX_CTG1	30898107	30916176	+	18070	0
ENSG00000224246	CHR_HSCHR6_MHC_COX_CTG1	30921066	30921888	-	823	0
ENSG00000266178	CHR_HSCHR6_MHC_COX_CTG1	30922332	30922420	-	89	0
ENSG00000232308	CHR_HSCHR6_MHC_COX_CTG1	30930703	30943914	+	13212	0
ENSG00000223454	CHR_HSCHR6_MHC_COX_CTG1	30935673	30944555	-	8883	0
ENSG00000234137	CHR_HSCHR6_MHC_COX_CTG1	30973408	30979603	+	6196	0
ENSG00000234063	CHR_HSCHR6_MHC_COX_CTG1	31000184	31025215	+	25032	0
ENSG00000238234	CHR_HSCHR6_MHC_COX_CTG1	31046568	31052373	+	5806	0
ENSG00000265921	CHR_HSCHR6_MHC_COX_CTG1	31075504	31075603	+	100	0
ENSG00000229432	CHR_HSCHR6_MHC_COX_CTG1	31103717	31105053	-	1337	0
ENSG00000235487	CHR_HSCHR6_MHC_COX_CTG1	31107244	31132550	+	25307	0
ENSG00000137197	CHR_HSCHR6_MHC_COX_CTG1	31107584	31112941	-	5358	0
ENSG00000224544	CHR_HSCHR6_MHC_COX_CTG1	31130046	31131862	-	1817	0
ENSG00000226993	CHR_HSCHR6_MHC_COX_CTG1	31133236	31133422	+	187	0
ENSG00000234114	CHR_HSCHR6_MHC_COX_CTG1	31134989	31150760	-	15772	0
ENSG00000224379	CHR_HSCHR6_MHC_COX_CTG1	31151089	31156758	+	5670	0
ENSG00000233911	CHR_HSCHR6_MHC_COX_CTG1	31156880	31163254	-	6375	0
ENSG00000223364	CHR_HSCHR6_MHC_COX_CTG1	31166295	31170460	-	4166	0
ENSG00000232758	CHR_HSCHR6_MHC_COX_CTG1	31190323	31196527	+	6205	0
ENSG00000228583	CHR_HSCHR6_MHC_COX_CTG1	31192728	31194480	-	1753	0
ENSG00000233841	CHR_HSCHR6_MHC_COX_CTG1	31259794	31263175	-	3382	0
ENSG00000233486	CHR_HSCHR6_MHC_COX_CTG1	31266612	31269783	+	3172	0
ENSG00000228461	CHR_HSCHR6_MHC_COX_CTG1	31271346	31272548	+	1203	0
ENSG00000231433	CHR_HSCHR6_MHC_COX_CTG1	31278540	31279994	-	1455	0
ENSG00000225939	CHR_HSCHR6_MHC_COX_CTG1	31298844	31299578	-	735	0
ENSG00000223532	CHR_HSCHR6_MHC_COX_CTG1	31344351	31347723	-	3373	0
ENSG00000275275	CHR_HSCHR6_MHC_COX_CTG1	31345703	31345795	-	93	0
ENSG00000230016	CHR_HSCHR6_MHC_COX_CTG1	31356825	31357371	-	547	0
ENSG00000264185	CHR_HSCHR6_MHC_COX_CTG1	31360589	31360695	+	107	0
ENSG00000223971	CHR_HSCHR6_MHC_COX_CTG1	31367866	31368468	+	603	0
ENSG00000232659	CHR_HSCHR6_MHC_COX_CTG1	31370871	31371297	+	427	0
ENSG00000225145	CHR_HSCHR6_MHC_COX_CTG1	31372541	31372755	-	215	0
ENSG00000233051	CHR_HSCHR6_MHC_COX_CTG1	31390270	31406729	+	16460	0
ENSG00000264692	CHR_HSCHR6_MHC_COX_CTG1	31392641	31392739	-	99	0
ENSG00000234858	CHR_HSCHR6_MHC_COX_CTG1	31432091	31437391	+	5301	0
ENSG00000237105	CHR_HSCHR6_MHC_COX_CTG1	31450619	31453253	+	2635	0
ENSG00000264846	CHR_HSCHR6_MHC_COX_CTG1	31484150	31484251	-	102	0
ENSG00000234218	CHR_HSCHR6_MHC_COX_CTG1	31485545	31498583	+	13039	0
ENSG00000236415	CHR_HSCHR6_MHC_COX_CTG1	31506943	31507754	-	812	0
ENSG00000230211	CHR_HSCHR6_MHC_COX_CTG1	31515566	31516145	+	580	0
ENSG00000226923	CHR_HSCHR6_MHC_COX_CTG1	31516169	31517684	+	1516	0
ENSG00000225073	CHR_HSCHR6_MHC_COX_CTG1	31517671	31534027	-	16357	0
ENSG00000277298	CHR_HSCHR6_MHC_COX_CTG1	31520209	31520321	-	113	0
ENSG00000263359	CHR_HSCHR6_MHC_COX_CTG1	31523826	31523901	-	76	0
ENSG00000265607	CHR_HSCHR6_MHC_COX_CTG1	31528550	31528627	-	78	0
ENSG00000232256	CHR_HSCHR6_MHC_COX_CTG1	31529753	31530587	+	835	0
ENSG00000227587	CHR_HSCHR6_MHC_COX_CTG1	31531911	31534293	-	2383	0
ENSG00000234530	CHR_HSCHR6_MHC_COX_CTG1	31534315	31546261	+	11947	0
ENSG00000238130	CHR_HSCHR6_MHC_COX_CTG1	31559460	31561730	+	2271	0
ENSG00000204490	CHR_HSCHR6_MHC_COX_CTG1	31562973	31565742	+	2770	0
ENSG00000204487	CHR_HSCHR6_MHC_COX_CTG1	31567961	31569928	-	1968	0
ENSG00000226182	CHR_HSCHR6_MHC_COX_CTG1	31573530	31576311	+	2782	0
ENSG00000237808	CHR_HSCHR6_MHC_COX_CTG1	31576297	31580387	-	4091	0
ENSG00000227650	CHR_HSCHR6_MHC_COX_CTG1	31598491	31598764	-	274	0
ENSG00000237727	CHR_HSCHR6_MHC_COX_CTG1	31602592	31604429	+	1838	0
ENSG00000225164	CHR_HSCHR6_MHC_COX_CTG1	31608127	31625177	+	17051	0
ENSG00000263879	CHR_HSCHR6_MHC_COX_CTG1	31610483	31610614	+	132	0
ENSG00000276553	CHR_HSCHR6_MHC_COX_CTG1	31621193	31621264	+	72	0
ENSG00000229524	CHR_HSCHR6_MHC_COX_CTG1	31626429	31640114	-	13686	0
ENSG00000224290	CHR_HSCHR6_MHC_COX_CTG1	31639825	31645618	+	5794	0
ENSG00000235360	CHR_HSCHR6_MHC_COX_CTG1	31645706	31648178	-	2473	0
ENSG00000235516	CHR_HSCHR6_MHC_COX_CTG1	31645737	31648128	+	2392	0
ENSG00000236011	CHR_HSCHR6_MHC_COX_CTG1	31648638	31653693	-	5056	0
ENSG00000266759	CHR_HSCHR6_MHC_COX_CTG1	31650698	31650811	+	114	0
ENSG00000228875	CHR_HSCHR6_MHC_COX_CTG1	31652646	31660956	+	8311	0
ENSG00000241713	CHR_HSCHR6_MHC_COX_CTG1	31656528	31660956	+	4429	0
ENSG00000231325	CHR_HSCHR6_MHC_COX_CTG1	31664094	31671449	-	7356	0
ENSG00000235676	CHR_HSCHR6_MHC_COX_CTG1	31674358	31690824	-	16467	0
ENSG00000266384	CHR_HSCHR6_MHC_COX_CTG1	31688439	31688501	-	63	0
ENSG00000240008	CHR_HSCHR6_MHC_COX_CTG1	31694294	31698004	+	3711	0
ENSG00000226603	CHR_HSCHR6_MHC_COX_CTG1	31694313	31705325	+	11013	0
ENSG00000224708	CHR_HSCHR6_MHC_COX_CTG1	31699739	31701215	-	1477	0
ENSG00000230060	CHR_HSCHR6_MHC_COX_CTG1	31706001	31714117	+	8117	0
ENSG00000236183	CHR_HSCHR6_MHC_COX_CTG1	31706055	31709252	-	3198	0
ENSG00000226634	CHR_HSCHR6_MHC_COX_CTG1	31714445	31718024	-	3580	0
ENSG00000230685	CHR_HSCHR6_MHC_COX_CTG1	31717988	31727162	-	9175	0
ENSG00000235222	CHR_HSCHR6_MHC_COX_CTG1	31727390	31750052	+	22663	0
ENSG00000254405	CHR_HSCHR6_MHC_COX_CTG1	31727419	31752228	+	24810	0
ENSG00000265409	CHR_HSCHR6_MHC_COX_CTG1	31744327	31744429	-	103	0
ENSG00000229176	CHR_HSCHR6_MHC_COX_CTG1	31750175	31752228	+	2054	0
ENSG00000238017	CHR_HSCHR6_MHC_COX_CTG1	31751686	31752965	-	1280	0
ENSG00000227144	CHR_HSCHR6_MHC_COX_CTG1	31752967	31764655	-	11689	0
ENSG00000226589	CHR_HSCHR6_MHC_COX_CTG1	31764879	31783312	-	18434	0
ENSG00000264955	CHR_HSCHR6_MHC_COX_CTG1	31766178	31766266	-	89	0
ENSG00000236826	CHR_HSCHR6_MHC_COX_CTG1	31784754	31794345	-	9592	0
ENSG00000236251	CHR_HSCHR6_MHC_COX_CTG1	31796990	31802435	-	5446	0
ENSG00000237724	CHR_HSCHR6_MHC_COX_CTG1	31802834	31805316	+	2483	0
ENSG00000224501	CHR_HSCHR6_MHC_COX_CTG1	31815107	31817630	+	2524	0
ENSG00000226710	CHR_HSCHR6_MHC_COX_CTG1	31821974	31827129	+	5156	0
ENSG00000264202	CHR_HSCHR6_MHC_COX_CTG1	31822629	31822691	+	63	0
ENSG00000263362	CHR_HSCHR6_MHC_COX_CTG1	31824440	31824506	+	67	0
ENSG00000227315	CHR_HSCHR6_MHC_COX_CTG1	31845195	31850443	-	5249	0
ENSG00000231479	CHR_HSCHR6_MHC_COX_CTG1	31850729	31866590	-	15862	0
ENSG00000236759	CHR_HSCHR6_MHC_COX_CTG1	31867303	31885231	-	17929	0
ENSG00000223557	CHR_HSCHR6_MHC_COX_CTG1	31871305	31871598	+	294	0
ENSG00000235017	CHR_HSCHR6_MHC_COX_CTG1	31885329	31933220	+	47892	0
ENSG00000237900	CHR_HSCHR6_MHC_COX_CTG1	31887151	31889536	-	2386	0
ENSG00000227884	CHR_HSCHR6_MHC_COX_CTG1	31921995	31929270	-	7276	0
ENSG00000239754	CHR_HSCHR6_MHC_COX_CTG1	31933196	31939630	+	6435	0
ENSG00000231044	CHR_HSCHR6_MHC_COX_CTG1	31939633	31946638	-	7006	0
